flight_prices,company_names,dep_city,arrival_city,transfer_stops,duration_of_flight,additional_info,booking_dates,travel_dates,Dep_Time,Arrival_Time
73,"easyJet, Wizz Air ",Paris,Prague,1 stop,5h 10m ,Standard,12/10/2022,12/10/2022,08:30,13:40
383,Air France,Paris,Prague,non-stop,1h 40m ,Light,12/10/2022,13/10/2022,20:15,21:55
255,SWISS,Paris,Prague,1 stop,4h 10m ,Economy,12/10/2022,14/10/2022,15:00,19:10
164,Vueling,Paris,Prague,1 stop,5h 25m ,Economy,12/10/2022,15/10/2022,15:25,20:50
260,Lufthansa,Paris,Prague,1 stop,3h 45m ,Economy Light,12/10/2022,16/10/2022,19:30,23:15
154,Vueling,Paris,Prague,1 stop,5h 40m ,Economy,12/10/2022,17/10/2022,06:30,12:10
92,"Vueling, easyJet ",Paris,Prague,1 stop,6h 20m ,Economy,12/10/2022,18/10/2022,07:10,13:30
193,"Transavia France, easyJet ",Paris,Prague,1 stop,4h 50m ,Economy,12/10/2022,19/10/2022,07:35,12:25
148,Ryanair,Paris,Prague,1 stop,6h 10m ,Standard,12/10/2022,12/10/2022,09:25,15:35
159,"Vueling, Ryanair ",Paris,Prague,1 stop,6h 05m ,Economy,12/10/2022,13/10/2022,15:25,21:30
117,Vueling,Paris,Prague,non-stop,1h 45m ,Economy,12/10/2022,14/10/2022,11:50,13:35
125,Czech Airlines,Paris,Prague,non-stop,1h 45m ,,12/10/2022,15/10/2022,15:00,16:45
63,"Vueling, Wizz Air ",Paris,Prague,1 stop,6h 20m ,Economy,12/10/2022,16/10/2022,07:10,13:30
119,Transavia France,Paris,Prague,non-stop,1h 45m ,Economy,12/10/2022,17/10/2022,17:50,19:35
118,Smartwings,Paris,Prague,non-stop,1h 45m ,Economy,12/10/2022,18/10/2022,15:00,16:45
117,Vueling,Paris,Prague,non-stop,1h 45m ,Economy,12/10/2022,19/10/2022,11:50,13:35
143,Iberia,Paris,Prague,non-stop,1h 45m ,Basic,12/10/2022,12/10/2022,11:50,13:35
204,Brussels Airlines,Paris,Prague,1 stop,3h 25m ,,12/10/2022,13/10/2022,07:35,11:00
99,Scandinavian Airlines,Paris,Prague,1 stop,5h 05m ,,12/10/2022,14/10/2022,10:40,15:45
78,"easyJet, Wizz Air ",Paris,Prague,1 stop,5h 00m ,Standard,12/10/2022,15/10/2022,08:30,13:30
78,easyJet,Paris,Prague,1 stop,5h 35m ,Standard,12/10/2022,16/10/2022,06:50,12:25
79,"Vueling, easyJet ",Paris,Prague,1 stop,5h 15m ,Economy,12/10/2022,17/10/2022,07:10,12:25
244,Austrian Airlines,Paris,Prague,1 stop,3h 25m ,Economy Light,12/10/2022,18/10/2022,07:10,10:35
139,easyJet,Paris,Prague,1 stop,4h 40m ,Standard,12/10/2022,19/10/2022,07:15,11:55
141,"Vueling, easyJet ",Paris,Prague,1 stop,4h 55m ,Economy,12/10/2022,12/10/2022,07:00,11:55
144,Brussels Airlines,Paris,Prague,1 stop,6h 10m ,,12/10/2022,13/10/2022,09:55,16:05
79,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,06:40,08:45
70,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,15/10/2022,22:00,00:05
89,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,17:30,19:35
96,Transavia France,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,17/10/2022,17:55,20:00
99,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,16:15,18:20
73,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,19/10/2022,06:50,08:50
117,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,12/10/2022,06:40,08:45
93,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,13/10/2022,17:50,19:50
144,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,14/10/2022,06:15,08:15
102,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,15/10/2022,12:30,14:35
130,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,16/10/2022,17:30,19:35
117,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,17/10/2022,22:00,00:05
174,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,18/10/2022,20:40,22:35
158,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,19/10/2022,16:15,18:20
171,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,12/10/2022,09:45,11:50
87,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,06:40,08:45
86,"Ryanair, Italotreno ",Paris,Rome,1 stop,5h 39m ,Standard,12/10/2022,14/10/2022,08:30,14:09
103,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,15/10/2022,12:05,14:10
112,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,16/10/2022,07:10,09:10
121,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,17/10/2022,17:35,19:35
118,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,17:30,19:35
118,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,19/10/2022,15:05,17:10
124,Transavia France,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,12/10/2022,16:45,18:50
144,ITA Airways,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,11:50,13:55
127,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,09:45,11:50
155,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,15/10/2022,06:15,08:15
130,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,16/10/2022,06:40,08:45
173,ITA Airways,Paris,Rome,non-stop,2h 10m ,Economy,12/10/2022,17/10/2022,18:15,20:25
172,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,18/10/2022,13:45,15:40
158,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,19/10/2022,17:30,19:35
158,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,12/10/2022,15:05,17:10
65,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,06:40,08:45
58,"BlaBlaBus, Wizz Air ",Paris,Rome,1 stop,11h 40m ,Economy,12/10/2022,14/10/2022,23:20,11:00
82,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,15/10/2022,20:25,22:20
81,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,16/10/2022,17:50,19:50
78,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,17/10/2022,20:40,22:45
87,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,09:45,11:50
96,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,19/10/2022,12:30,14:35
103,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,12/10/2022,06:55,08:55
116,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,13/10/2022,20:40,22:45
107,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,15:05,17:10
102,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,15/10/2022,06:40,08:45
121,Transavia France,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,11:45,13:50
141,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,17/10/2022,06:15,08:15
141,ITA Airways,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,11:50,13:55
141,ITA Airways,Paris,Rome,non-stop,2h 10m ,Economy,12/10/2022,19/10/2022,18:15,20:25
129,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,12/10/2022,09:45,11:50
87,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,06:40,08:45
64,"BlaBlaBus, Volotea ",Paris,Rome,1 stop,7h 25m ,Economy,12/10/2022,14/10/2022,07:45,15:10
126,Transavia France,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,15/10/2022,06:10,08:10
141,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,16/10/2022,06:15,08:15
112,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,17/10/2022,08:45,10:45
112,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,18/10/2022,12:30,14:35
143,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,19/10/2022,15:05,17:10
129,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,12/10/2022,06:40,08:45
163,Transavia France,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,16:30,18:35
198,ITA Airways,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,11:50,13:55
150,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,15/10/2022,21:00,22:55
191,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,17:30,19:35
203,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,17/10/2022,09:50,11:45
184,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,18/10/2022,15:05,17:10
190,Air France,Paris,Rome,non-stop,2h 00m ,Light,12/10/2022,19/10/2022,06:55,08:55
201,Air France,Paris,Rome,non-stop,2h 05m ,Light,12/10/2022,12/10/2022,14:10,16:15
70,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,06:40,08:45
87,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,16:40,18:45
96,Transavia France,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,15/10/2022,17:55,20:00
97,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,17:30,19:35
87,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,17/10/2022,21:30,23:35
116,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,18/10/2022,06:40,08:45
131,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,19/10/2022,07:10,09:10
141,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,12/10/2022,06:15,08:15
141,ITA Airways,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,13/10/2022,11:50,13:55
143,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,14/10/2022,17:50,19:50
143,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,15/10/2022,12:30,14:35
129,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,16/10/2022,16:40,18:45
129,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,17/10/2022,21:30,23:35
158,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,18/10/2022,17:30,19:35
198,ITA Airways,Paris,Rome,non-stop,2h 10m ,Economy,12/10/2022,19/10/2022,18:15,20:25
67,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,12/10/2022,07:10,09:10
27,Ryanair,Paris,Rome,1 stop,9h 05m ,Standard,12/10/2022,13/10/2022,14:30,23:35
70,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,14/10/2022,12:30,14:35
81,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,15/10/2022,17:50,19:50
78,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,15:05,17:10
80,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,17/10/2022,17:30,19:35
70,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,22:05,00:10
111,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,19/10/2022,19:50,21:45
116,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,12/10/2022,15:05,17:10
119,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,13/10/2022,17:30,19:35
116,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,14/10/2022,22:05,00:10
141,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,15/10/2022,06:15,08:15
118,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,16/10/2022,09:45,11:50
147,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,17/10/2022,13:45,15:40
152,ITA Airways,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,11:50,13:55
69,"Ryanair, Volotea ",Paris,Rome,1 stop,6h 30m ,Standard,12/10/2022,19/10/2022,12:40,19:10
67,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,12/10/2022,09:15,11:10
45,Ryanair,Paris,Rome,1 stop,11h 00m ,Standard,12/10/2022,13/10/2022,09:30,20:30
79,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,15:05,17:10
78,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,15/10/2022,11:55,14:00
78,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,09:45,11:50
95,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,17/10/2022,18:00,19:55
71,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,18/10/2022,06:50,08:50
114,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,19/10/2022,15:05,17:10
116,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,12/10/2022,11:55,14:00
116,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,13/10/2022,09:45,11:50
88,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,22:00,00:05
94,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,15/10/2022,12:30,14:35
141,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,16/10/2022,06:15,08:15
137,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,17/10/2022,17:50,19:50
128,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,18/10/2022,22:00,00:05
49,Ryanair,Paris,Rome,1 stop,5h 05m ,Standard,12/10/2022,19/10/2022,12:25,17:30
99,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,12/10/2022,06:50,08:50
62,"Ryanair, Italotreno ",Paris,Rome,1 stop,5h 44m ,Standard,12/10/2022,13/10/2022,08:25,14:09
97,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,14/10/2022,06:40,08:45
116,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,15/10/2022,17:30,19:35
125,easyJet,Paris,Rome,non-stop,2h 05m ,Standard,12/10/2022,16/10/2022,12:30,14:35
152,ITA Airways,Paris,Rome,non-stop,2h 00m ,Economy,12/10/2022,17/10/2022,06:15,08:15
143,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,18/10/2022,16:15,18:20
164,Transavia France,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,19/10/2022,17:55,20:00
171,easyJet,Paris,Rome,non-stop,2h 00m ,Standard,12/10/2022,12/10/2022,17:50,19:50
158,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,13/10/2022,17:30,19:35
158,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,14/10/2022,06:40,08:45
143,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,15/10/2022,22:00,00:05
191,Vueling,Paris,Rome,non-stop,2h 05m ,Economy,12/10/2022,16/10/2022,09:45,11:50
184,Iberia,Paris,Rome,non-stop,2h 05m ,Basic,12/10/2022,17/10/2022,16:15,18:20
252,Ryanair,Paris,Rome,non-stop,1h 55m ,Standard,12/10/2022,18/10/2022,20:40,22:35
164,ITA Airways,Paris,Rome,1 stop,3h 40m ,Economy,12/10/2022,19/10/2022,07:30,11:10
112,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,12/10/2022,20:30,22:15
91,Deutsche Bahn,Paris,Berlin,2 stops,8h 19m ,,12/10/2022,13/10/2022,15:20,23:39
100,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,14/10/2022,17:45,19:35
141,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,15/10/2022,06:50,08:35
150,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,16/10/2022,12:55,14:45
191,Transavia France,Paris,Berlin,non-stop,1h 55m ,Economy,12/10/2022,17/10/2022,18:20,20:15
236,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,18/10/2022,20:55,22:40
214,Scandinavian Airlines,Paris,Berlin,1 stop,3h 25m ,,12/10/2022,19/10/2022,11:00,14:25
194,Lufthansa,Paris,Berlin,1 stop,3h 30m ,Economy Light,12/10/2022,12/10/2022,14:25,17:55
188,Lufthansa,Paris,Berlin,1 stop,3h 40m ,Economy Light,12/10/2022,13/10/2022,14:25,18:05
248,SWISS,Paris,Berlin,1 stop,3h 55m ,Economy,12/10/2022,14/10/2022,15:00,18:55
194,Lufthansa,Paris,Berlin,1 stop,4h 30m ,Economy Light,12/10/2022,15/10/2022,09:25,13:55
346,Air France,Paris,Berlin,non-stop,1h 40m ,Light,12/10/2022,16/10/2022,15:25,17:05
260,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,17/10/2022,10:30,13:55
268,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,18/10/2022,06:40,10:05
134,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,19/10/2022,06:55,08:40
100,Deutsche Bahn,Paris,Berlin,2 stops,12h 25m ,,12/10/2022,12/10/2022,19:06,07:31
157,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,13/10/2022,09:50,11:40
210,Transavia France,Paris,Berlin,non-stop,1h 55m ,Economy,12/10/2022,14/10/2022,15:55,17:50
201,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,15/10/2022,20:30,22:15
217,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,16/10/2022,20:55,22:40
227,Scandinavian Airlines,Paris,Berlin,1 stop,3h 25m ,,12/10/2022,17/10/2022,11:00,14:25
194,Lufthansa,Paris,Berlin,1 stop,3h 30m ,Economy Light,12/10/2022,18/10/2022,14:25,17:55
346,Air France,Paris,Berlin,non-stop,1h 40m ,Light,12/10/2022,19/10/2022,18:00,19:40
205,Lufthansa,Paris,Berlin,1 stop,4h 00m ,Economy Light,12/10/2022,12/10/2022,18:25,22:25
269,Lufthansa,Paris,Berlin,1 stop,3h 20m ,Economy Light,12/10/2022,13/10/2022,19:15,22:35
215,Austrian Airlines,Paris,Berlin,1 stop,4h 25m ,Economy Light,12/10/2022,14/10/2022,15:50,20:15
276,Lufthansa,Paris,Berlin,1 stop,3h 30m ,Economy Light,12/10/2022,15/10/2022,09:25,12:55
270,Lufthansa,Paris,Berlin,1 stop,3h 40m ,Economy Light,12/10/2022,16/10/2022,14:25,18:05
232,Austrian Airlines,Paris,Berlin,1 stop,4h 20m ,Economy Light,12/10/2022,17/10/2022,10:00,14:20
292,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,18/10/2022,06:40,10:05
119,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,19/10/2022,06:05,07:55
91,Deutsche Bahn,Paris,Berlin,2 stops,8h 19m ,,12/10/2022,12/10/2022,15:20,23:39
163,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,13/10/2022,08:55,10:40
167,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,14/10/2022,16:50,18:35
250,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,15/10/2022,20:55,22:40
376,Air France,Paris,Berlin,non-stop,1h 40m ,Light,12/10/2022,16/10/2022,15:25,17:05
220,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,17/10/2022,06:40,10:05
298,Lufthansa,Paris,Berlin,1 stop,3h 20m ,Economy Light,12/10/2022,18/10/2022,19:15,22:35
309,SWISS,Paris,Berlin,1 stop,3h 55m ,Economy,12/10/2022,19/10/2022,15:00,18:55
270,Lufthansa,Paris,Berlin,1 stop,4h 10m ,Economy Light,12/10/2022,12/10/2022,14:25,18:35
287,SWISS,Paris,Berlin,1 stop,4h 20m ,Economy,12/10/2022,13/10/2022,09:50,14:10
253,Lufthansa,Paris,Berlin,1 stop,4h 25m ,Economy Light,12/10/2022,14/10/2022,07:30,11:55
251,Lufthansa,Paris,Berlin,1 stop,4h 30m ,Economy Light,12/10/2022,15/10/2022,14:25,18:55
310,KLM,Paris,Berlin,1 stop,3h 45m ,Light,12/10/2022,16/10/2022,14:30,18:15
264,KLM,Paris,Berlin,1 stop,4h 35m ,Light,12/10/2022,17/10/2022,18:50,23:25
293,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,18/10/2022,20:45,22:30
110,Deutsche Bahn,Paris,Berlin,2 stops,8h 44m ,,12/10/2022,19/10/2022,06:55,15:39
237,Lufthansa,Paris,Berlin,1 stop,3h 40m ,Economy Light,12/10/2022,12/10/2022,14:25,18:05
228,KLM,Paris,Berlin,1 stop,3h 45m ,Light,12/10/2022,13/10/2022,14:30,18:15
276,Lufthansa,Paris,Berlin,1 stop,3h 30m ,Economy Light,12/10/2022,14/10/2022,14:25,17:55
194,Lufthansa,Paris,Berlin,1 stop,5h 25m ,Economy Light,12/10/2022,15/10/2022,10:30,15:55
269,Lufthansa,Paris,Berlin,1 stop,3h 20m ,Economy Light,12/10/2022,16/10/2022,19:15,22:35
271,Lufthansa,Paris,Berlin,1 stop,3h 55m ,Economy Light,12/10/2022,17/10/2022,12:10,16:05
265,Lufthansa,Paris,Berlin,1 stop,4h 10m ,Economy Light,12/10/2022,18/10/2022,18:25,22:35
349,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,19/10/2022,17:45,19:35
243,Lufthansa,Paris,Berlin,1 stop,4h 55m ,Economy Light,12/10/2022,12/10/2022,12:10,17:05
276,Lufthansa,Paris,Berlin,1 stop,4h 25m ,Economy Light,12/10/2022,13/10/2022,10:30,14:55
248,Austrian Airlines,Paris,Berlin,1 stop,4h 25m ,Economy Light,12/10/2022,14/10/2022,15:50,20:15
205,Lufthansa,Paris,Berlin,1 stop,5h 55m ,Economy Light,12/10/2022,15/10/2022,12:10,18:05
276,Lufthansa,Paris,Berlin,1 stop,4h 30m ,Economy Light,12/10/2022,16/10/2022,14:25,18:55
115,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,17/10/2022,06:05,07:55
79,Deutsche Bahn,Paris,Oslo,3 stops,13h 15m ,,12/10/2022,18/10/2022,19:06,08:21
153,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,19/10/2022,07:50,09:35
202,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,12/10/2022,07:20,09:05
224,Transavia France,Paris,Berlin,non-stop,1h 55m ,Economy,12/10/2022,13/10/2022,17:25,19:20
231,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,14/10/2022,20:30,22:15
292,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,15/10/2022,20:55,22:40
188,Lufthansa,Paris,Berlin,1 stop,3h 40m ,Economy Light,12/10/2022,16/10/2022,14:25,18:05
234,Lufthansa,Paris,Berlin,1 stop,3h 30m ,Economy Light,12/10/2022,17/10/2022,09:25,12:55
249,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,18/10/2022,07:30,10:55
259,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,19/10/2022,10:30,13:55
215,Austrian Airlines,Paris,Berlin,1 stop,4h 20m ,Economy Light,12/10/2022,12/10/2022,10:00,14:20
228,Lufthansa,Paris,Berlin,1 stop,4h 40m ,Economy Light,12/10/2022,13/10/2022,14:25,19:05
216,Lufthansa,Paris,Berlin,1 stop,4h 30m ,Economy Light,12/10/2022,14/10/2022,09:25,13:55
293,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,15/10/2022,06:40,10:05
228,Austrian Airlines,Paris,Berlin,1 stop,4h 25m ,Economy Light,12/10/2022,16/10/2022,17:50,22:15
60,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,17/10/2022,06:05,07:55
70,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,18/10/2022,06:55,08:40
117,Transavia France,Paris,Berlin,non-stop,1h 55m ,Economy,12/10/2022,19/10/2022,15:55,17:50
149,Scandinavian Airlines,Paris,Berlin,1 stop,3h 25m ,,12/10/2022,12/10/2022,11:00,14:25
195,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,13/10/2022,20:30,22:15
202,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,14/10/2022,07:20,09:05
230,SWISS,Paris,Berlin,1 stop,3h 55m ,Economy,12/10/2022,15/10/2022,15:00,18:55
210,Lufthansa,Paris,Berlin,1 stop,3h 40m ,Economy Light,12/10/2022,16/10/2022,14:25,18:05
88,"Vueling, Ryanair ",Paris,Berlin,1 stop,6h 40m ,Economy,12/10/2022,17/10/2022,11:15,17:55
227,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,18/10/2022,07:30,10:55
158,easyJet,Paris,Berlin,1 stop,4h 25m ,Standard,12/10/2022,19/10/2022,07:20,11:45
232,Lufthansa,Paris,Berlin,1 stop,3h 25m ,Economy Light,12/10/2022,12/10/2022,06:40,10:05
198,Lufthansa,Paris,Berlin,1 stop,4h 55m ,Economy Light,12/10/2022,13/10/2022,12:10,17:05
210,Lufthansa,Paris,Berlin,1 stop,4h 40m ,Economy Light,12/10/2022,14/10/2022,14:25,19:05
232,SWISS,Paris,Berlin,1 stop,4h 20m ,Economy,12/10/2022,15/10/2022,09:50,14:10
65,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,16/10/2022,06:50,08:35
62,Deutsche Bahn,Paris,Berlin,2 stops,9h 16m ,,12/10/2022,17/10/2022,07:20,16:36
65,easyJet,Paris,Berlin,non-stop,1h 50m ,Standard,12/10/2022,18/10/2022,06:05,07:55
129,Transavia France,Paris,Berlin,non-stop,1h 55m ,Economy,12/10/2022,19/10/2022,17:50,19:45
134,easyJet,Paris,Berlin,non-stop,1h 45m ,Standard,12/10/2022,12/10/2022,20:30,22:15
199,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,13/10/2022,20:55,22:40
200,Air France,Paris,Berlin,non-stop,1h 45m ,Light,12/10/2022,14/10/2022,07:20,09:05
267,Air France,Paris,Berlin,non-stop,1h 40m ,Light,12/10/2022,15/10/2022,15:25,17:05
345,Air France,Paris,Berlin,non-stop,1h 40m ,Light,12/10/2022,16/10/2022,18:00,19:40
219,SWISS,Paris,Berlin,1 stop,3h 55m ,Economy,12/10/2022,17/10/2022,15:00,18:55
